OperatorControlNumber,DifficultyDate,SubmissionDate,OperatorDesignator,SubmitterDesignator,SubmitterTypeCode,ReceivingRegionCode,ReceivingDistrictOffice,SDRType,JASCCode,NatureOfConditionA,NatureOfConditionB,NatureOfConditionC,PrecautionaryProcedureA,PrecautionaryProcedureB,PrecautionaryProcedureC,PrecautionaryProcedureD,StageOfOperationCode,HowDiscoveredCode,RegistryNNumber,AircraftMake,AircraftModel,AircraftSerialNumber,AircraftTotalTime,AircraftTotalCycles,EngineMake,EngineModel,EngineSerialNumber,EngineTotalTime,EngineTotalCycles,PropellerMake,PropellerModel,PropellerSerialNumber,PropellerTotalTime,PropellerTotalCycles,PartMake,PartName,PartNumber,PartSerialNumber,PartCondition,PartLocation,PartTotalTime,PartTotalCycles,PartTimeSince,PartSinceCode,ComponentMake,ComponentModel,ComponentName,ComponentPartNumber,ComponentSerialNumber,ComponentLocation,ComponentTotalTime,ComponentTotalCycles,ComponentTimeSince,ComponentSinceCode,FuselageStationFrom,FuselageStationTo,StringerFrom,StringerFromSide,StringerTo,StringerToSide,WingStationFrom,WingStationFromSide,WingStationTo,WingStationToSide,ButtLineFrom,ButtLineFromSide,ButtlineTo,ButtlineToSide,WaterLineFrom,WaterLineTo,CrackLength,NumberOfCracks,CorrosionLevel,StructuralOther,Discrepancy
CALA2026063017487,06/29/2026,"2026-07-01T13:18:53.617-05:00",CALA,CALA,A,GL,33,A,5710,O,,,K,,,,IN,V,25705,BOEING,737724,28766,85750,31861,,,,,,,,,,,BOEING,FITTING,73752754,,CORRODED,"ZONE 600",,,,,,,,,,,,,,,,,,,,,658.17,R,658.17,R,,,,,,,,,2,,"RIGHT WING AT RIB 27. THE LOWER FWD TENSION FITTING AT THE AFT ATTACH HOLE HAS PITTING CORROSION AT 11:00 O'CLOCK FACING INBD. REPAIRED R/W AT RIB 27 LOWER FWD TENSION FITTING AT AFT ATTACH HOLE IAW UAL AVO17710 REV ORIGINAL AND UAL ECRA 5720- 03661 REV ORIGINAL WITH NO DEVIATIONS."
CALA2026063017489,06/30/2026,"2026-07-01T13:18:53.783-05:00",CALA,CALA,A,GL,33,A,3350,L,,,K,,,,IN,C,37538,BOEING,7379,64467,13193,4350,,,,,,,,,,,,"POWER SUPPLY",ADD71701100,,FAULTED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FLIGHT READINESS CHECK (REVISED BY EC0500-01360E) PROCEDURE - FIRST CLASS SEAT ROWS 1 THRU 5 SEAT PROXIMITY EMERGENCY LIGHTS ARE INOP. FOUND FWD CABIN CENTER (M02816] EMERGENCY LIGHT BATTERY PACK AND POWER SUPPLY INOP. REPLACED BATTERY AND POWER SUPPLY IAW AMM 33-51-06-960-803 AND AMM 33-51-06-960-802. ALL EMERGENCY LIGHTS OPS CHECKS GOOD."
CALA2026063017491,06/30/2026,"2026-07-01T13:18:53.943-05:00",CALA,CALA,A,GL,33,A,3397,O,,,K,,,,IN,V,33103,BOEING,757224,27293,119882,25766,,,,,,,,,,,BRUCE,"ELEC CONNECTOR",3404302,,BROKEN,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FOUND BROKEN CONNECTOR UNDER SEAT 2B ESCAPE PATH LIGHTING. FOUND CONNECTOR BROKEN UNDER SEAT 2B FOR THE ESCAPE PATH LIGHTING. REPLACED CONNECTOR IAW BRUCE WIRING DIAGRAM BR2013-P-757200-5 + SWPM 20-60-00  REPLACED CONNECTOR UNDER SEAT 2B FOR ESCAPE PATH LIGHT REF BR2013-P-757200-5 AND SWPM 20-60-00 AT PNS NRC ALL WORK ACCOMPLISHED ON NRC 6100788790 ."
CALA2026063017493,06/30/2026,"2026-07-01T13:18:54.110-05:00",CALA,CALA,A,GL,33,A,3397,L,,,K,,,,IN,C,14557,AIRBUS,A321271NX,13070,716,273,,,,,,,,,,,,"ELEC CONNECTOR",,,UNSECURE,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UPON TEST OF EMERGECNY LIGHTING SYSTEM NOTICED THAT SEAT EMERGENCY LIGHTS AT ROWS 15C AND 16C WERE NOT ILLUMINATING SDR DETAILS UPDATED UPON FURTHER INSPECTION, FOUND LOOSE EMERGENCY LIGHT CONNECTION AT DADO PANEL IN THE DISCREPANT AREA 15C AND 16C. RESECURED CONNECTOR AND TESTED EMERGENCY LIGHT SYSTEM PER AMM 33-51-00. ALL LIGHTS OPS CHECKS GOOD."
CALA2026063017495,06/29/2026,"2026-07-01T13:18:54.273-05:00",CALA,CALA,A,GL,33,A,7532,K,,,E,A,,,CR,O,14214,BOEING,737824,28774,82630,30672,CFMINT,CFM567B262,,,,,,,,,,ACTUATOR,1226400,9679,LEAKING,"RT ENG VBV",46578,18284,18494,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FUEL LEAK IN NU 1 ENGINE NU ENGINE SHUT DOWN PER FM. OBSERVED 80 0LB IMBAL IN 30 MIN.30MIN DNCREW DE-BRIEF. ENG 1 SHUT DOWN WAS COMMANDED PER QRH FOR 800LBS LF TANK IN 30 MIN OR LESS. ENG SHUTDOWN TIME 0300Z . NO UPLIFT IN FF WHILE LEFT TANK WAS INDICIATION FUEL LOSS. ALL ENG PARAMAR TERS NORMAL, OIL PRESS, OIL QTY, VIBE LIMITS ALL WITHIN LIMITS. FUEL CONFIG DURING EVENT CENTER PUMPS-OFF . LT & RT PUMPS -ON , CROSSFEED CLOSED , APU OFF . PILOTS TRANSFERED FUEL TO BALANCE BEFORE LANDING. FOUND SIGNIFICANT  FUEL POOLED INSIDE ENG COWL AFTER 20 MINS ENGINE RUN AT IDLE. IAW TASK 71-00-00-210-802-F00, STEP 3. FUEL OBSERVED AT RT VBV ACTUATOR DRAIN. SUSPECT RT SIDE VBV ACTUATOR.  R & R RT VBV ACTUATOR ON E1 IAW AMM 75-32-02-000-802-F00 & 75-32-02-400-802-F00. INSTALL COMPLETED UP TO & INCLUDED H7.  FINISHED INSTALLATION TESTS OF THE VBV AS REQUIRED, IAW AMM 75-32- MAINTENANCE PERFORMED SATISFACTORY. RTS"
CALA2026070117496,06/29/2026,"2026-07-01T13:18:54.437-05:00",CALA,CALA,A,GL,33,A,2121,B,,,O,,,,NR,O,30913,BOEING,7878,35879,46536,5632,,,,,,,,,,,,FAN,200078702,508859,FAULTED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FWD ZONAL DRYER FAN FAILS, LATCHED MAINTENANCE MESSAGE 21-71211.   R & R FWD ZONAL DRYER IAW AMM 21-72-01-00A-720A.MESSAGE STILL PRESENT.  PERFORMED CMCF GROUND TEST 21 HUMIDITY CONTROL SYSTEM, SYSTEM, FORWARD ZONAL DRYER AND HUMIDIFICATION SYSTEMS TEST PASSED AND MESSAGE WENT AWAY. SMELL STILL EXISTS IN THE CABIN. REF LP 9439349 FOR NEW WRITE UP ON BURNING SMELL. CLEARING LOGPAGE SINCE FAULT FOR FWD ZONAL DRYER FAN IS CLEARED."
CALA2026070117497,06/29/2026,"2026-07-01T13:18:54.600-05:00",CALA,CALA,A,GL,33,A,2121,B,,,O,,,,NR,O,654UA,BOEING,767322,25392,129835,20009,,,,,,,,,,,,FAN,,,FAULTED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AT TOP OF DESCENT LOUD POPPING NOISE FOLLOWED BY LOUD AIR SURGE SOUND FOLLOWED BY A BURNING SMELL FOR ONE MINUTE THEN THE SOUND OF THE CIRCUIT BREAKER POPPED.FWD EQ EXH FAN EICAS S THE FORWARD EQUIPMENT EXHAUST FAN HAS A FAILURE.FWD EQUIPMENT CIRCUT BREAKER AUDIBLE POP AND STATUS MESSAGE REQUESTING MEL 2158F FOR FWD EQUIP COOLING EXHAUST FAN, INSUFFICIENT GROUND TIME TO WORK. QUICK TURN. CB PULLED AND EQUIPMENT COOLING SWITCH IS STANDBY. AS REPORTED BY CREW, REPORTED BURNING SMELL FOLLOWING CB POPPING. SMOKE/ODOR FORM REQUIRED. APPROVED DEFER FWD EQ EXH FAN PER MEL 2158F."
CALA2026070117498,06/26/2026,"2026-07-01T13:18:54.767-05:00",CALA,CALA,A,GL,33,A,3350,O,,,K,,,,IN,V,17359,BOEING,7378,67634,5302,1770,,,,,,,,,,,,LIGHT,9701140000,,FAULTED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LIGHT ABOVE EMERGENCY EXIT ACFT LEFT AFT WIN DJW WONT GO OUT. RESET NO HELP FWD TO MEL AND PLACARD.  C/B FOR LT SIDEWALL LIGHT PULLED AND COLLARD. TOMC APPROVED COMPLIED WITH MEL COMPLIED WITH MEL *DM* SEE M/L FOR AFT OWE LIGHT ASSY M2838 AT 21A, SEE AMM TASK 33-21-00-960-802 REQ EXTRA TIME FOR REMOVAL OF EMERGENCY EXIT HATCH AND SAFETY FALL ARREST. REMOVED AND REPLACED LT AFT OVERWING EXIT LIGHT AS PER AMM 33-21-00-960-802, OPS CHECKS OK. OK TO CONTINUE. PUSHED BREAKER BACK IN."
DALA2026070103869,06/25/2026,"2026-07-01T12:25:32.017-05:00",DALA,DALA,A,SO,27,A,7200,O,,,K,,,,IN,V,360NB,AIRBUS,A319114,1959,62085,32059,CFMINT,CFM565A5,,,,,,,,,CFMINT,"DRAIN MAST",,,MISSING,"NR 2 ENGINE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NR 2 ENGINE ARRIVED WITH DRAIN MAST MISSING.  INSTALLED NR 2 ENGINE DRAIN MAST IAW AMM 71-71-42. (LP: 8906834, AIRCRAFT WAS GROUNDED)"
DALA2026070103870,06/28/2026,"2026-07-01T12:25:32.180-05:00",DALA,DALA,A,SO,27,A,2120,O,,,K,,,,IN,V,370NB,AIRBUS,A319114,2087,61427,32083,,,,,,,,,,,,UNKNOWN,,,ODOR,CABIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ON TAXI OUT IN EYW, ENGINES RUNNING, APU BLEED ON, SULFUR ODOR THROUGH OUT CABIN. PILOTS MASK USED RETURNED TO GATE.  PERFORMED INSPECTION OF ENGINES 1 AND 2 INLETS NO OIL FOUND AS WELL AS APU INLET AND SURROUNDING AREA. WITH SULFUR SMELL REPORTED AND SEAWEED IN AREA, PERFORMED LEVEL A DECON PER AMM 21-00-00. NO ODORS PRESENT. TYPE 10. OK FOR SERVICE. (LP: 8739344, AIRCRAFT WAS GROUNDED)"
DALA2026070103871,06/30/2026,"2026-07-01T12:25:32.337-05:00",DALA,DALA,A,SO,27,A,3460,F,,,C,,,,TO,O,357NB,AIRBUS,A319114,1875,63270,32592,,,,,,,,,,,,COMPUTER,4917011,04613,FAULTY,"NR 1 SFCC",60878,27080,17680,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REJECTED TAKE OFF AT LOW SPEED BELOW 50 KNOTS DUE TO FLIGHT CONTROL CAUTION MSG.   BITE TEST SFCC 1 FAULTS SLTS SFCC 1.  R & R IAW TSM 27-51 AND AMM 27-51 BITE TEST NO FAULTS NOTED RESET SYS IAW AMM 27-51 NO FAULTS NOTED OK FOR SVC. (LP: 8651838, AIRCRAFT WAS GROUNDED)."
DALA2026070103872,06/29/2026,"2026-07-01T12:29:59.860-05:00",DALA,DALA,A,SO,27,A,5320,O,,,K,,,,IN,V,352NW,AIRBUS,A320212,778,81941,39111,,,,,,,,,,,,"FLOOR SUPPORT",D5347209700000,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"LEVEL 2 CORROSION, UPPER FUSELAGE, AFT PAX CABIN, LONGITUDINAL FLOOR BEAM CORRODED AT -Y254 BETWEEN FR68 TO FR69.  REPLACED LONGITUDINAL FLOOR BEAM AT -Y254 BTWN FR68 TO FR70 IAW A320 SRM TASK 51-72-11-911-001 PARAG C (1) , SRM 53-41-14-01A, FIG 301, ITEM 225. SRM 51-42-11-801 PARAG 2F (4) AND 2F (2) REV 158.00 DATED 01/JUN/26. AND REFERENCE DWG # D534 72800 ISSUE B, 18 D534 72800 ISSUE C AND 18 D534 72800 ISSUE A. (LP: 1673000, AIRCRAFT WAS GROUNDED)"
DALA2026070103873,07/01/2026,"2026-07-01T12:53:12.503-05:00",DALA,DALA,A,SO,27,A,3240,J,,,A,,,,CL,O,366NW,AIRBUS,A320212,981,79205,37700,,,,,,,,,,,,"SERVO VALVE",C203740002,53047,FAULTED,AUTOBRAKE,48268,35538,48268,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE - DUE TO BRAKES AUTO BRK FAULT ECAM WARNING.   REPLACED NORMAL BRAKE SERVO VALVE (15GG) AND BSCU (10GG). (LP: 8749444, AIRCRAFT WAS GROUNDED)."
JR2R20260701962,07/01/2026,"2026-07-01T13:10:25.020-05:00",MASA,JR2R,B,SW,15,A,5511,O,,,K,,,,IN,V,86324,EMB,ERJ170200LL,17000471,23606,14565,,,,,,,,,,,EMB,RIB,17062620001,,CRACKED,"ZONE 300",23606,14565,23606,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"LH HORIZ. RIB 14","LEFT HORIZONTAL TIP RIB 14 CRACKED.  REPAIRED"
JR2R20260701872,07/01/2026,"2026-07-01T12:02:19.313-05:00",MASA,JR2R,B,SW,15,A,5310,O,,,K,,,,IN,V,86324,EMB,ERJ170200LL,17000471,23606,14565,,,,,,,,,,,EMB,BEAM,17003719005,,CORRODED,"ZONE 200",23606,14565,23606,R,,,,,,,,,,,16,19,,,,,,,,,40,L,,L,,,,,2,,"FWD PASSENGER DOOR LOWER BEAM AFT GIRT BAR FITTING CUTOUT HAS DAMAGED.  REPLACED."
UIEA2026063000562,06/27/2026,"2026-07-01T13:33:47.080-05:00",UIEA,UIEA,A,EA,15,A,5753,O,,,O,,,,LD,O,408MC,BOEING,74747UF,29261,104908,17605,,,,,,,,,,,,FLAP,65B01925309C,,DAMAGED,"ZONE 500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SUSPECTED HARD LANDING.  PERFORMED PHASE 1A INSP PER AMM 05-51-05-222-081. DURING INSP, FOUND LH FLAP DAMAGE AT MIDDLE OF FOREFLAP LEVEL. SUBSEQUENT DAMAGE TO THE MID FLAP TRACK AND FUSELAGE OF LH TRAILING EDGE MIDFLAP.</P>)"
UIEA2026063000560,06/30/2026,"2026-07-01T13:33:47.247-05:00",UIEA,UIEA,A,EA,15,A,2120,J,,,A,,,,CR,O,499MC,BOEING,74747UF,29260,105188,17897,,,,,,,,,,,,CLAMP,8085501,200112114,LEAKING,"ZONE 100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EQUIPMENT COOLING EICAS MESSAGE IN FLIGHT.  REPLACED FLIGHT DECK LOW FLOW DETECTOR & OPS CHECKED GOOD IAW AMM 21-58-02/201. REMOVED AND REPLACED FLIGHT DECK FLOW REGULATOR VALVE & OPS CHECKED GOOD IAW AMM 21-61-09/501.  DURING TROUBLESHOOTING, FOUND FOD INSIDE COOLING DUCT. FOD REMOVED. FOUND FWD E/E COOLING FAN BOOT CLAMP LEAKING AIR. RESECURED CLAMP & LEAK CHECKED GOOD IAW AMM 21-58-01.  PERFORMED GROUND TEST OF E/E COOLING SYSTEM & OPS CHECKED GOOD IAW AMM 21-58-02/201."
UIEA2026062800551,06/28/2026,"2026-07-01T13:33:47.413-05:00",UIEA,UIEA,A,EA,15,A,2560,O,,,K,,,,IN,V,761GT,BOEING,777F,69033,6091,740,,,,,,,,,,,,FLASHLIGHT,P2070015003,,INOPERATIVE,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CAPT AND F/O FLASHLIGHTS INOPERATIVE.  TRANSFER TO DMI 255056 PER MEL 25-64-02C CAT C.  R & R FO/CAPT FLASHLIGHT ASSY & OPS CHECK GOOD IAW AMM 25-64-01-730-801 & IPC 25-64-51-03. PLACARDS REMOVED."
VNAA202606300001,05/09/2026,"2026-06-30T19:16:10.670-05:00",VNAA,VNAA,A,GL,05,A,5754,O,,,K,,,,IN,V,530EA,CNDAIR,CL6002C10,10308,34311,26835,,,,,,,,,,,,SKIN,CC67012801,,DENTED,"LT NR 3 SLAT",,,,,,,,,,,,,,,,,,,,,"SS 407",L,SS425,,,,,,,,,,,,"THREE DENTS ON UPPER SKIN OF SLAT NR 3 AT LT WING BTW SS 407-425.  THE DENTS ON UPPER SKIN OF SLAT NR 3 AT LT WING BTW SS 407- 425 WERE REPAIRED IAW REO 670-57-42-2510."
VNAA202606300004,05/10/2026,"2026-06-30T19:28:26.290-05:00",VNAA,VNAA,A,SW,39,A,5320,O,,,K,,,,IN,V,530EA,CNDAIR,CL6002C10,10308,34311,26835,,,,,,,,,,,,ANGLE,CC670103381,,CRACKED,"ZONE 500 MLG WW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"IN REF TO JOB CARD 500-13E1-JIC DURING INSPECTION: CRACK ON ANGLE OF MID INTERCOSTAL OF SETTLEMENT AREA OF ACCESS PANEL 542AZ AT LH MLG WHEEL WELL.  ANGLE OF MID INTERCOSTAL OF SETTLEMENT AREA OF ACCESS PANEL 542AZ AT LT MLG WHEEL WELL. WAS REPLACED IAW SRM 51-42-21-001-001-A01."
YENA2026063000503,06/27/2026,"2026-06-30T21:49:45.060-05:00",YENA,YENA,A,EA,15,A,2400,J,,,A,,,,CR,O,3284J,AIRBUS,BD5001A11,55387,1527,755,,,,,,,,,,,,"ELECTRICAL SYS",,,FAULTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FLT 993, BOS-DEN,  DIVERTED TO PIT. MULTIPLE ELECTRICAL FAILURES AT FL340 GENERATING MULTIPLE CAUTION AND ADVISORY MESSAGES INCLUDING FLAP FAIL & SLAT FAIL MESSAGES. THE AIRCRAFT LANDED UNEVENTFULLY IN PIT AND TAXIED UNDER ITS OWN POWER TO THE GATE. OPEN"
YENA2026063000505,06/19/2026,"2026-06-30T22:26:07.650-05:00",YENA,YENA,A,EA,15,A,3350,L,,,K,,,,IN,C,661JB,AIRBUS,A320232,03228,68802,25067,,,,,,,,,,,,BULB,,,INOPERATIVE,"ZONE 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DURING HEAVY MAINTENANCE, DOES NOT PASS TEST OF EMERGENCY LIGHT EPSU LH AT PASSENGER CABIN ; REF AEROMAN WO# 2026-267/1 NR 2026-305064 REMOVED AND REPLACED BULB IAW AMM 33-51-15-000-001-A.  AND AMM 33-51-15-400-001-A.  AND PERFOMED OPERATIONAL TEST EMERGENCY LIGHT IAW AMM 33-51-00-710-001-A.   TEST IS OK   (JOB CARD 335100-06-1-JB)"
YENA2026063000504,06/19/2026,"2026-06-30T22:23:39.420-05:00",YENA,YENA,A,EA,15,A,5210,N,,,K,,,,IN,O,661JB,AIRBUS,A320232,03228,68802,25067,,,,,,,,,,,AIRCRUISERS,"SLIDE RAFT",D30665709,A9872RP,FAILED,"R2 DOOR",82797,25801,955,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DURING HEAVY MAINTENANCE, DOOR SLIDE ""R2"" INDICATION SHOWS ARMED ON THE GROUND, BUT AS SOON AS CAB PRESS REACHES 6.0, IT SHOWS DISARMED (6.0 PSI); REMOVED & REPLACED R2 ESCAPE SLIDE RAFT PACK ASSY IN REF. AMM 25-62-44, OPS CHK GOOD. AS PRECAUTIONARY, PRESSURIZED A/C IN REF. AMM 321-31-00 TO VERIFY THE ARMED SLIDE INDICATION, DOOR REMAINS ARMED AS NORMAL. A/C OK FOR CON'T SVC."
YENA2026063000506,06/23/2026,"2026-06-30T22:36:01.763-05:00",YENA,YENA,A,EA,15,A,5330,W,,,K,,,,IN,V,3104J,AIRBUS,BD5001A11,55150,68802,25067,,,,,,,,,,,AIRBUS,SKIN,,,"GROUND DAMAGE","ZONE 100",,,,,,,,,,,,,,,67,,32,L,,,,,,,,,,,,,,,,,"DURING HEAVY MAINTENANCE, AC26-396-03 REAR FUSELAGE, FR 67 & STR 32L.  GROUND DAMAGE.  TIME LIMITED REPAIR (CONSIDERED  MAJOR REPAIR)"
2026FA0000553,07/01/2026,"2026-07-01T14:14:08.757-05:00",,,D,SW,99,G,2820,O,,,K,,,,IN,V,451JS,CIRRUS,SR22T,11141,101,,CONT,TSIO550K,1049932,101,,,,,,,CONT,"FUEL LINE",672094,,CRACKED,ENGINE,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WHILE PERFORMING FUEL SET UP FOUND FUEL LINE FROM THROTTLE BODY TO FUEL DISTRIBUTION MANIFOLD B-NUT FERRULE TO BE CRACKED."
DALA2026070103874,06/30/2026,"2026-07-01T14:19:29.520-05:00",DALA,DALA,A,SO,27,A,7261,K,B,,O,,,,NR,O,532DN,AIRBUS,A321271NX,11279,13580,3362,IAE,PW1133GAJM,,,,,,,,,,SEAL,,,LEAKING,"NR 1 ENGINE FAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FL250 IN DECENT MUST SOUR ODOR - FLIGHT DECK FWD GALLEY.   FOUND NR 1 ENG FAN SHAFT SEAL LEAKING. REPLACED NR 1 ENGINE. (LP 8848854, 8848858 - AIRCRAFT WAS GROUNDED)"
JR2R20260701891,07/01/2026,"2026-07-01T15:03:51.630-05:00",MASA,JR2R,B,SW,15,A,5347,O,,,K,,,,IN,V,86324,EMB,ERJ170200LL,17000471,23606,14565,,,,,,,,,,,EMB,"SEAT TRACK",17003263001,,CORRODED,"ZONE 200",23606,14565,23606,R,,,,,,,,,,,FR12,FR14,,,,,,,,,11,R,11,R,,,,,2,,"FWD WET AREA SEAT TRACK BEAM RBL11 BETWEEN FR12 - FR14 AROUND GALLEY ATTACH POINT CORRODED.  REPAIRED."
SIMA20260630001,06/30/2026,"2026-07-01T15:09:04.167-05:00",SIMA,SIMA,A,SW,39,A,2910,K,J,,O,,,,DE,O,778RH,EMB,ERJ170100SE,17000054,55018,36291,,,,,,,,,,,,"HYDRAULIC LINE",,,LEAKING,"ZONE 700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AFTER EXTENDING LANDING GEAR, HYD 2 LO QTY AND HYD 2 LO PRESS SHOWED ON EICAS. EXECUTED GO AROUND AND RAN HYD 2 LO PRESS CHECKLIST. LANDED AND STOPPED ON RWY DUE TO DEGRADED BRAKING AND NO NOSE WHEEL STEERING. DURING POST FLIGHT WALK AROUND, FOUND HYDRAULIC FLUID POURING FROM THE LEFT MAIN LANDING GEAR EMERGENCY DECLARED. R & R LT LANDING-GEAR-ACTUATORS HYDRAULIC HOSES IAW AMM 29-10-13. SERVICED HYD SYS NR 2 IAW AMM 12-12-01. OPS CHECKED GOOD. LEAK CHECKED GOOD. NO FURTHER DEFECTS NOTED."
SIMA20260701001,07/01/2026,"2026-07-01T15:09:04.330-05:00",SIMA,SIMA,A,SW,39,A,5210,O,,,O,,,,TX,O,209NN,EMB,ERJ170200LR,17000497,28825,19072,,,,,,,,,,,,FITTING,,,"LACK OF LUBE","ZONE 800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FA CAN'T GET 2L DOOR TO OPEN AND DISARM. VISUALLY INSP L2 DOOR EVACUATING SLIDE/GIRT BAR FLAP AND FITTING AS PER AMM 53-23-21 AND AMM 52-12-41. CLEANED AND LUBE STICKY FITTINGS. OPENED AND CLOSED L2 DOOR. ARMED AND DISARMED DOOR OPS CHECK GOOD. REF SDS 52-12-00."
SIMA20260628001,06/28/2026,"2026-07-01T15:09:04.500-05:00",SIMA,SIMA,A,SW,39,A,5210,O,,,K,,,,IN,V,240NN,EMB,ERJ170200LR,17000594,24900,16653,,,,,,,,,,,,DOOR,,,"NO DISCREPANCY","ZONE 800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAIN CABIN DOOR VERY DIFFICULT TO OPEN OPENED AND CLOSED FWD PASSENGER DOOR. NO DEFECTS NOTED REF 52-11-00."
UIEA2026063000559,06/27/2026,"2026-07-01T15:11:15.940-05:00",UIEA,UIEA,A,EA,15,A,3260,J,,,A,,,,CL,O,489MC,BOEING,747412F,26553,122342,21307,,,,,,,,,,,,"UPLOCK SENSOR",834802,,"OUT OF ADJUST","ZONE 700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GEAR DISAGREE EICAS MESSAGE AFTER GEAR RETRACTION.  R & R BOTH PRIMARY & SECONDARY UPLOCK SENSORS S402 & S1637 IAW AMM 32-61-11. DURING ADJ OF S402, FOUND SENSOR BRACKET TARGET TO BE TWISTED. R & R RT BODY GEAR UPLOCK SENSOR SWING PLATE IAW AMM 20-51-01. PERF GEAR SWING IAW AMM 32-32-00. ALL OPS CHK GOOD AT THIS TIME."
VNAA202607010001,05/15/2026,"2026-07-01T15:11:45.633-05:00",VNAA,VNAA,A,GL,05,A,5347,O,,,K,,,,IN,V,530EA,CNDAIR,CL6002C10,10308,34312,26836,,,,,,,,,,,,"SEAT TRACK",N1262075,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,350.00,677.00,,,,,,,,,9,R,,,,,,,2,,"CORROSION ON RT SEAT RAIL RBL9 03 SEGMENTS: (01) BTW FS350.00 TO FS485.00. (02) BTW FS485 TO FS581, (03) BTW FS581 TO FS677 AT PAX CABIN.  WERE EVALUATED, RH SEAT RAIL RBL9 03 SEGMENTS: (01) BTW FS350.00 TO FS485.00. (02) BTW FS485 TO FS581, (03) BTW FS581 TO FS677 AT PAX CABIN. AT PASSENGER COMPARTMENT WAS OUT OF LIMITS TO EXCESSIVE DAMAGE PER CRJ-700 SRM 53-21-49-101-001-A01 AND SRM 53-31-49-101-001-A01 AND REPLACED PER CRJ-700 AMM 53-00-49"
VNAA202607010002,05/15/2026,"2026-07-01T15:15:04.583-05:00",VNAA,VNAA,A,GL,05,A,5347,O,,,K,,,,IN,V,530EA,CNDAIR,CL6002C10,10308,34312,26836,,,,,,,,,,,,"SEAT TRACK",N1262075,,CORRODED,"ZONE 200",,,,,,,,,,,,,,,379,669,15,L,,,,,,,,,,,,,,,2,,"CORROSION AND GOUGES ON LH SIDE SEAT RAIL AT STGR 15L 03 SEGMENTS: (01) BTW STA FS379 TO FS483, (02) FS483 TO FS573, (03) FS573 TO FS669 AT PASSENGER COMPARTMENT.  WERE EVALUATED, LH SIDE SEAT RAIL AT STGR 15L 03 SEGMENTS: (01) BTW STA FS379 TO FS483, (02) FS483 TO FS573, (03) FS573 TO FS669 AT PASSENGER COMPARTMENT OUT OF LIMITS DUE TO EXCESSIVE DAMAGE PER CRJ-700 SRM 53-21-49-101-001-A01 AND CRJ-700 SRM 53-31-49-101-001-A01 AND REPLACED PER CRJ-700 AMM 53-00-49."
